id,name,code
unece_uom_code_577,Centímetro Cuadrado Por Ergio,D16
unece_uom_code_578,Centímetro Cuadrado Por Erg Esterlina,D17
unece_uom_code_579,Metro Kelvin,D18
unece_uom_code_580,Kelvin Metro Cuadrado Por Vatio,D19
unece_uom_code_581,Segundo Recíproco Por Metros Cuadrados Esteradianos,D2
unece_uom_code_582,Metro Cuadrado Por Julio,D20
unece_uom_code_583,Metro Cuadrado Por Kilogramo,D21
unece_uom_code_584,Metro Cuadrado Por Mol,D22
unece_uom_code_585,Pluma Gramo (Proteína),D23
unece_uom_code_586,Metro Cuadrado Por Esterilizador,D24
unece_uom_code_587,Metro Cuadrado Por Julios Esteradianos,D25
unece_uom_code_588,Metro Cuadrado Por Voltio Segundo,D26
unece_uom_code_589,Esteradiano,D27
unece_uom_code_590,Sifón,D28
unece_uom_code_591,Terahercios,D29
unece_uom_code_592,Terajulio,D30
unece_uom_code_593,Teravatio,D31
unece_uom_code_594,Hora De Teravatio,D32
unece_uom_code_595,Tesla,D33
unece_uom_code_596,Texas,D34
unece_uom_code_597,Caloría Termoquímica,D35
unece_uom_code_598,Caloría Termoquímica Por Gramo Kelvin,D37
unece_uom_code_599,Calorías Termoquímicas Por Segundo Centímetro Kelvin,D38
unece_uom_code_600,Calorías Termoquímicas Por Segundo Centímetro Cuadrado Kelvin,D39
unece_uom_code_601,Mil Litros,D40
unece_uom_code_602,Tonelada Por Metro Cúbico,D41
unece_uom_code_603,Año Tropical,D42
unece_uom_code_604,Unidad De Masa Atómica Unificada,D43
unece_uom_code_605,D44,var
unece_uom_code_606,Voltios Al Cuadrado Por Kelvin Al Cuadrado,D45
unece_uom_code_607,Voltio – Amperio,D46
unece_uom_code_608,Voltio Por Centímetro,D47
unece_uom_code_609,Voltio Por Kelvin,D48
unece_uom_code_610,Milivoltios Por Kelvin,D49
unece_uom_code_611,Kilogramo Por Centímetro Cuadrado,D5
unece_uom_code_612,Voltios Por Metro,D50
unece_uom_code_613,Voltios Por Milímetro,D51
unece_uom_code_614,Vatios Por Kelvin,D52
unece_uom_code_615,Vatios Por Metro Kelvin,D53
unece_uom_code_616,Vatios Por Metro Cuadrado,D54
unece_uom_code_617,Vatios Por Metro Cuadrado Kelvin,D55
unece_uom_code_618,Vatios Por Metro Cuadrado De Kelvin A La Cuarta Potencia,D56
unece_uom_code_619,Vatios Por Steradian,D57
unece_uom_code_620,Vatios Por Metro Cuadrado Esterlino,D58
unece_uom_code_621,Weber Por Metro,D59
unece_uom_code_622,Röntgen Por Segundo,D6
unece_uom_code_623,Weber Por Milímetro,D60
unece_uom_code_624,Minuto,D61
unece_uom_code_625,Segundo,D62
unece_uom_code_626,Libro,D63
unece_uom_code_627,Bloquear,D64
unece_uom_code_628,Redondo,D65
unece_uom_code_629,Casete,D66
unece_uom_code_630,Dólar Por Hora,D67
unece_uom_code_631,Pulgada A La Cuarta Potencia,D69
unece_uom_code_632,Sandwich,D7
unece_uom_code_633,Tabla Internacional (It) Caloría,D70
unece_uom_code_634,Tabla Internacional (It) Calorías Por Segundo Centímetro Kelvin,D71
unece_uom_code_635,Tabla Internacional (It) Calorías Por Segundo Centímetro Cuadrado Kelvin,D72
unece_uom_code_636,Joule Metro Cuadrado,D73
unece_uom_code_637,Kilogramo Por Mol,D74
unece_uom_code_638,Tabla Internacional (It) Calorías Por Gramo,D75
unece_uom_code_639,Tabla Internacional (It) Calorías Por Gramo Kelvin,D76
unece_uom_code_640,Megacoulomb,D77
unece_uom_code_641,D79,haz
unece_uom_code_642,Puntaje De Drenaje,D8
unece_uom_code_643,Microwatt,D80
unece_uom_code_644,Microtesla,D81
unece_uom_code_645,Microvoltio,D82
unece_uom_code_646,Medidor De Millinewton,D83
unece_uom_code_647,Microwatt Por Metro Cuadrado,D85
unece_uom_code_648,Millicoulomb,D86
unece_uom_code_649,Milimol Por Kilogramo,D87
unece_uom_code_650,Millicoulomb Por Metro Cúbico,D88
unece_uom_code_651,Millicoulomb Por Metro Cuadrado,D89
unece_uom_code_652,Dina Por Centímetro Cuadrado,D9
unece_uom_code_653,Metro Cúbico (Neto),D90
unece_uom_code_654,Movimiento Rápido Del Ojo,D91
unece_uom_code_655,Banda,D92
unece_uom_code_656,Segundo Por Metro Cúbico,D93
unece_uom_code_657,Segundo Por Metro Cúbico Radianes,D94
unece_uom_code_658,Julios Por Gramo,D95
unece_uom_code_659,Libra Bruta,D96
unece_uom_code_660,Carga De Palet / Unidad,D97
unece_uom_code_661,Libra De Masa,D98
unece_uom_code_662,Manga,D99
unece_uom_code_663,Despreciar,DAA
unece_uom_code_664,Diez Dias,DAD
unece_uom_code_665,Day,día
unece_uom_code_666,Libra Seca,DB
unece_uom_code_667,Disco,DC
unece_uom_code_668,La Licenciatura,DD
unece_uom_code_669,Acuerdo,DE
unece_uom_code_670,Década,DEC
unece_uom_code_671,Decigramo,DG
unece_uom_code_672,Dispensador,DI
unece_uom_code_673,Decagramo,DJ
unece_uom_code_674,Decilitro,DLT
unece_uom_code_675,263Nformaci Cuadrado,DMK
unece_uom_code_676,Decímetro Cúbico,DMQ
unece_uom_code_677,Decímetro,DMT
unece_uom_code_678,Medidor De Decinewton,DN
unece_uom_code_679,Docena Pieza,DPC
unece_uom_code_680,Docena Par,DPR
unece_uom_code_681,Tonelaje De Desplazamiento,DPT
unece_uom_code_682,Registro De Datos,DQ
unece_uom_code_683,Tambor,DR
unece_uom_code_684,Dram (Us),DRA
unece_uom_code_685,Dram (Reino Unido),DRI
unece_uom_code_686,Docena Rollo,DRL
unece_uom_code_687,Dracma (Reino Unido),DRM
unece_uom_code_688,Monitor,DS
unece_uom_code_689,Tonelada Seca,DT
unece_uom_code_690,Decitonne,DTN
unece_uom_code_691,Du,dina
unece_uom_code_692,Pennyweight,DWT
unece_uom_code_693,Dina Por Centímetro,DX
unece_uom_code_694,Libro De Directorio,DY
unece_uom_code_695,Docena,DZN
unece_uom_code_696,Paquete De Doce,DZP
unece_uom_code_697,Cinturón,E2
unece_uom_code_698,Remolque,E3
unece_uom_code_699,Kilogramo Bruto,E4
unece_uom_code_700,Tonelada Métrica Larga,E5
unece_uom_code_701,Ea,cada
unece_uom_code_702,Casilla De Correo Electrónico,EB
unece_uom_code_703,Cada Uno Por Mes,CE
unece_uom_code_704,Paquete De Once,EP
unece_uom_code_705,Galón Equivalente,EQ
unece_uom_code_706,Sobre,EV
unece_uom_code_707,Mil Pies Cúbicos Por Día,F1
unece_uom_code_708,Fibra Por Centímetro Cúbico De Aire,F9
unece_uom_code_709,Grado Fahrenheit,FAH
unece_uom_code_710,Faradio,FAR
unece_uom_code_711,Campo,FB
unece_uom_code_712,Mil Pies Cúbicos,FC
unece_uom_code_713,Millón De Partículas Por Pie Cúbico,FD
unece_uom_code_714,Pie De Pista,FE
unece_uom_code_715,Cien Metros Cúbicos,FF
unece_uom_code_716,Parche Transdérmico,FG
unece_uom_code_717,Micromol,FH
unece_uom_code_718,Tonelada En Escamas,FL
unece_uom_code_719,Millones De Pies Cúbicos,FM
unece_uom_code_720,Fot,pie
unece_uom_code_721,Libra Por Pie Cuadrado,FP
unece_uom_code_722,Pie Por Minuto,FR
unece_uom_code_723,Pie Por Segundo,FS
unece_uom_code_724,Pie Cuadrado,FTK
unece_uom_code_725,Pie Cubico,FTQ
unece_uom_code_726,Us Galones Por Minuto,G2
unece_uom_code_727,Galon Imperial Por Minuto,G3
unece_uom_code_728,Hoja De Microficha,G7
unece_uom_code_729,Galón (Us) Por Día,GB
unece_uom_code_730,Gigabecquerel,GBQ
unece_uom_code_731,Gramo Por 100 Gramo,GC
unece_uom_code_732,Barril Bruto,GD
unece_uom_code_733,Libra Por Galón (Us),GE
unece_uom_code_734,Gramo Por Metro (Gramo Por 100 Centímetros),GF
unece_uom_code_735,Gramo De Isótopo Fisionable,GFI
unece_uom_code_736,Gramo,GGR
unece_uom_code_737,Medio Galón (Ee. Uu.),GH
unece_uom_code_738,Branquias,GIA
unece_uom_code_739,Gill (Reino Unido),GII
unece_uom_code_740,Gramo Por Mililitro,GJ
unece_uom_code_741,Gramo Por Kilogramo,G K
unece_uom_code_742,Gramo Por Litro,GL
unece_uom_code_743,Galón Seco (Ee. Uu.),GLD
unece_uom_code_744,Galón (Reino Unido),GLI
unece_uom_code_745,Galón,GLL
unece_uom_code_746,Gramo Por Metro Cuadrado,GM
unece_uom_code_747,Galón Bruto,GN
unece_uom_code_748,Miligramos Por Metro Cuadrado,GO
unece_uom_code_749,Miligramo Por Metro Cúbico,GP
unece_uom_code_750,Microgramos Por Metro Cúbico,GQ
unece_uom_code_751,Gramo,GRM
unece_uom_code_752,Grano,GRN
unece_uom_code_753,Bruto,GRO
unece_uom_code_754,Tonelada De Registro Bruto,GRT
unece_uom_code_755,Tonelada Bruta,GT
unece_uom_code_756,Gigajoule,GV
unece_uom_code_757,Galón Por Mil Pies Cúbicos,GW
unece_uom_code_758,Hora De Gigavatios,GWH
unece_uom_code_759,Patio Bruto,GY
unece_uom_code_760,Sistema De Medición,GZ
unece_uom_code_761,Media Página – Electrónica,H1
unece_uom_code_762,Medio Litro,H2
unece_uom_code_763,Madeja,HA
unece_uom_code_764,Hectárea,HAR
unece_uom_code_765,Hectobar,HBA
unece_uom_code_766,Cien Cajas,HBX
unece_uom_code_767,Cien Cuentas,HC
unece_uom_code_768,Media Docena,HD
unece_uom_code_769,Centésima De Quilate,ÉL
unece_uom_code_770,Cien Pies,HF
unece_uom_code_771,Hectogramo,HGM
unece_uom_code_772,Cien Pies Cúbicos,HH
unece_uom_code_773,Cien Hojas,HI
unece_uom_code_774,Cien Unidades Internacionales,HIU
unece_uom_code_775,Caballo Métrico,HJ
unece_uom_code_776,Cien Kilogramos,HK
unece_uom_code_777,Cien Pies (Lineales),HL
unece_uom_code_778,Hectolitro,HLT
unece_uom_code_779,Milla Por Hora,HM
unece_uom_code_780,Millones De Metros Cúbicos,HMQ
unece_uom_code_781,Hectómetro,HMT
unece_uom_code_782,Milímetro Convencional De Mercurio,HN
unece_uom_code_783,Cien Onzas Troy,HO
unece_uom_code_784,Milímetro Convencional De Agua,HP
unece_uom_code_785,Hectolitro De Alcohol Puro,HPA
unece_uom_code_786,Cien Pies Cuadrados,HS
unece_uom_code_787,Media Hora,HT
unece_uom_code_788,Hertz,HTZ
unece_uom_code_789,Hora,HUR
unece_uom_code_790,Cien Yardas,HY
unece_uom_code_791,Pulgada Libra,IA
unece_uom_code_792,Contar Por Pulgada,IC
unece_uom_code_793,Persona,IE
unece_uom_code_794,Pulgadas De Agua,IF
unece_uom_code_795,Columna Pulgada,II
unece_uom_code_796,Pulgada Por Minuto,IL
unece_uom_code_797,Impresión,IM
unece_uom_code_798,Pulgada,INH
unece_uom_code_799,Pulgada Cuadrada,INK
unece_uom_code_800,Pulgada En Cubos,INQ
unece_uom_code_801,Póliza De Seguros,IP
unece_uom_code_802,Conteo Por Centímetro,IT
unece_uom_code_803,Pulgada Por Segundo (Velocidad Lineal),IU
unece_uom_code_804,Pulgada Por Segundo Al Cuadrado (Aceleración),IV
unece_uom_code_805,Julios Por Kilogramo,J2
unece_uom_code_806,Jumbo,JB
unece_uom_code_807,Joule Por Kelvin,JE
unece_uom_code_808,Jarra,JG
unece_uom_code_809,Megajulio Por Kilogramo,JK
unece_uom_code_810,Megajulio Por Metro Cúbico,JM
unece_uom_code_811,Articulación,JO
unece_uom_code_812,Joule,JOU
unece_uom_code_813,Tarro,JR
unece_uom_code_814,Demanda De Kilovatios,K1
unece_uom_code_815,Kilovoltios Amperios Reactivos De Demanda,K2
unece_uom_code_816,Kilovoltio Amperio Hora Reactiva,K3
unece_uom_code_817,Amperios Kilovoltios (Reactivos),K5
unece_uom_code_818,Kilolitro,K6
unece_uom_code_819,Pastel,KA
unece_uom_code_820,Kilocharacter,KB
unece_uom_code_821,Kilobar,KBA
unece_uom_code_822,Kilogramo Decimal,KD
unece_uom_code_823,Kelvin,KEL
unece_uom_code_824,Kilopacket,KF
unece_uom_code_825,Barrilete,KG
unece_uom_code_826,Kilogramo,KGM
unece_uom_code_827,Kilogramo Por Segundo,KGS
unece_uom_code_828,Kilohercio,KHZ
unece_uom_code_829,Kilogramo Por Milímetro De Ancho,KI
unece_uom_code_830,Kilosegmento,KJ
unece_uom_code_831,Kilojoule,KJO
unece_uom_code_832,Kilogramo Por Metro,KL
unece_uom_code_833,Kilómetro Por Hora,KMH
unece_uom_code_834,Kilometro Cuadrado,KMK
unece_uom_code_835,Kilogramo Por Metro Cúbico,KMQ
unece_uom_code_836,Kilogramo De Nitrógeno,KNI
unece_uom_code_837,Kilogramo De Sustancia Nombrada,KNS
unece_uom_code_838,Knt,nudo
unece_uom_code_839,Milliequivalencia De Potasa Cáustica Por Gramo De Producto.,KO
unece_uom_code_840,Kilopascal,KPA
unece_uom_code_841,Kilogramo De Hidróxido De Potasio (Potasa Cáustica),KPH
unece_uom_code_842,Kilogramo De Óxido De Potasio,KPO
unece_uom_code_843,Kilogramo De Pentóxido De Fósforo (Anhídrido Fosfórico),KPP
unece_uom_code_844,Kilorã¶Ntgen,KR
unece_uom_code_845,Mil Libras Por Pulgada Cuadrada,KS
unece_uom_code_846,Kilogramo De Sustancia 90% Seca,KSD
unece_uom_code_847,Kilogramo De Hidróxido De Sodio (Soda Cáustica),KSH
unece_uom_code_848,Equipo,KT
unece_uom_code_849,Kilómetro,KTM
unece_uom_code_850,Kilotonne,KTN
unece_uom_code_851,Kilogramo De Uranio,KUR
unece_uom_code_852,Kilovoltio – Ampere,KVA
unece_uom_code_853,Kilovar,KVR
unece_uom_code_854,Kilovoltio,KVT
unece_uom_code_855,Kilogramos Por Milímetro,KW
unece_uom_code_856,Kilovatios Hora,KWH
unece_uom_code_857,Kilovatio,KWT
unece_uom_code_858,Mililitro Por Kilogramo,KX
unece_uom_code_859,Litro Por Minuto,L2
unece_uom_code_860,Libra Por Pulgada Cúbica,LA
unece_uom_code_861,Libra,LBR
unece_uom_code_862,Libra Troy,LBT
unece_uom_code_863,Centímetro Lineal,LC
unece_uom_code_864,Litro Por Día,LD
unece_uom_code_865,Le,lite
unece_uom_code_866,Lef,hoja
unece_uom_code_867,Pie Lineal,LF
unece_uom_code_868,Hora De Trabajo,LH
unece_uom_code_869,Pulgada Lineal,LI
unece_uom_code_870,Spray Grande,LJ
unece_uom_code_871,Enlazar,LK
unece_uom_code_872,Metro Lineal,LM
unece_uom_code_873,Longitud,LN
unece_uom_code_874,Mucho,LO
unece_uom_code_875,Libra Liquida,LP
unece_uom_code_876,Litro De Alcohol Puro,LPA
unece_uom_code_877,Lr,capa
unece_uom_code_878,Suma Global,LS
unece_uom_code_879,Ton (Reino Unido) O Longton (Ee. Uu.),LTN
unece_uom_code_880,Litro,LTR
unece_uom_code_881,Lumen,LUM
unece_uom_code_882,Lux,lux
unece_uom_code_883,Yarda Lineal Por Libra,LX
unece_uom_code_884,Yarda Lineal,LY
unece_uom_code_885,Cinta Magnética,M0
unece_uom_code_886,Miligramos Por Litro,M1
unece_uom_code_887,Valor Monetario,M4
unece_uom_code_888,Microcurie,M5
unece_uom_code_889,Micropulgada,M7
unece_uom_code_890,Millones De Btu Por 1000 Pies Cúbicos,M9
unece_uom_code_891,Máquina Por Unidad,MA
unece_uom_code_892,Mega Litro,MAL
unece_uom_code_893,Megametro,MAM
unece_uom_code_894,Megavatio,MAW
unece_uom_code_895,Mil Equivalentes De Ladrillo Estándar,MBE
unece_uom_code_896,Mil Pies De Tabla,MBF
unece_uom_code_897,Milibar,MBR
unece_uom_code_898,Microgramo,MC
unece_uom_code_899,Milicurie,MCU
unece_uom_code_900,Aire Seco Tonelada Métrica,MD
unece_uom_code_901,Miligramo Por Pie Cuadrado Por Lado,MF
unece_uom_code_902,Miligramo,MGM
unece_uom_code_903,Megahercio,MGM
unece_uom_code_904,Milla Cuadrada,MIK
unece_uom_code_905,Mil,mil
unece_uom_code_906,Minuto,MIN
unece_uom_code_907,Millón,MIO
unece_uom_code_908,Millones De Unidades Internacionales,MIU
unece_uom_code_909,Miligramo Por Pulgada Cuadrada,MK
unece_uom_code_910,Mil Millones,MLD
unece_uom_code_911,Mililitro,MLT
unece_uom_code_912,Milímetro Cuadrado,MMK
unece_uom_code_913,Milímetro Cúbico,MMQ
unece_uom_code_914,Milímetro,MMT
unece_uom_code_915,Lun,mes
unece_uom_code_916,Megapascal,MPA
unece_uom_code_917,Mil Metros,MQ
unece_uom_code_918,Metro Cúbico Por Hora,MQH
unece_uom_code_919,Metro Cúbico Por Segundo,MQS
unece_uom_code_920,Metro Por Segundo Al Cuadrado,MSK
unece_uom_code_921,Estera,MT
unece_uom_code_922,Metro Cuadrado,MTK
unece_uom_code_923,Metro Cúbico,MTQ
unece_uom_code_924,Metro,MTR
unece_uom_code_925,Metro Por Segundo,MTS
unece_uom_code_926,Numero De Mults,MV
unece_uom_code_927,Megavolt – Ampere,MVA
unece_uom_code_928,Megavatios Hora (1000 Kw.H),MWH
unece_uom_code_929,Calorías De La Pluma,N1
unece_uom_code_930,Número De Líneas,N2
unece_uom_code_931,Punto De Impresión,N3
unece_uom_code_932,Miligramo Por Kilogramo,NA
unece_uom_code_933,Número De Artículos,NAR
unece_uom_code_934,Barcaza,NB
unece_uom_code_935,Número De Bobinas,NBB
unece_uom_code_936,Coche,NC
unece_uom_code_937,Número De Celdas,NCL
unece_uom_code_938,Barril Neto,ND
unece_uom_code_939,Litro Neto,NE
unece_uom_code_940,Newton,NEW
unece_uom_code_941,Mensaje,NF
unece_uom_code_942,Galón Neto (Nosotros),NG
unece_uom_code_943,Hora Del Mensaje,NH
unece_uom_code_944,Galón Imperial Neto,NI
unece_uom_code_945,Número De Unidades Internacionales,NIU
unece_uom_code_946,Número De Pantallas,NJ
unece_uom_code_947,Carga,NL
unece_uom_code_948,Milla Nautica,MNI
unece_uom_code_949,Número De Paquetes,NMP
unece_uom_code_950,Entrenar,NN
unece_uom_code_951,Número De Parcelas,NPL
unece_uom_code_952,Numero De Pares,NPR
unece_uom_code_953,Numero De Partes,TNP
unece_uom_code_954,Nq,mho
unece_uom_code_955,Micromho,NR
unece_uom_code_956,Número De Rollos,NRL
unece_uom_code_957,Tonelada Neta,NT
unece_uom_code_958,Registro Neto De Toneladas,NTT
unece_uom_code_959,Medidor De Newton,NU
unece_uom_code_960,Vehículo,NV
unece_uom_code_961,Parte Por Mil,NX
unece_uom_code_962,Libra Por Aire Seco Tonelada Métrica,NY
unece_uom_code_963,Panel,OA
unece_uom_code_964,Ohm,ohm
unece_uom_code_965,Onza Por Yarda Cuadrada,EN
unece_uom_code_966,Onz,onza
unece_uom_code_967,Dos Paquetes,OP
unece_uom_code_968,Hora Extra,OT
unece_uom_code_969,Onza Av,ONZ
unece_uom_code_970,Onza Líquida (Us),OZA
unece_uom_code_971,Onza Líquida (Reino Unido),OZI
unece_uom_code_972,Pagina – Electronica,P0
unece_uom_code_973,Por Ciento,P1
unece_uom_code_974,Libra Por Pie,P2
unece_uom_code_975,Paquete De Tres,P3
unece_uom_code_976,Paquete De Cuatro,P4
unece_uom_code_977,Paquete De Cinco,P5
unece_uom_code_978,Paquete De Seis,P6
unece_uom_code_979,Paquete De Siete,P7
unece_uom_code_980,Paquete De Ocho,P8
unece_uom_code_981,Paquete De Nueve,P9
unece_uom_code_982,Paquete,PA
unece_uom_code_983,Pascal,PAL
unece_uom_code_984,Par De Pulgadas,PB
unece_uom_code_985,Almohadilla,PD
unece_uom_code_986,Equivalente En Libras,PE
unece_uom_code_987,Palet (Ascensor),PF
unece_uom_code_988,Plato,PG
unece_uom_code_989,Galón De Prueba,PGL
unece_uom_code_990,Pi,tono
unece_uom_code_991,Paquete,PK
unece_uom_code_992,Pl,cubo
unece_uom_code_993,Porcentaje De Libra,PM
unece_uom_code_994,Libra Neta,PN
unece_uom_code_995,Libra Por Pulgada De Longitud,PO
unece_uom_code_996,Página Por Pulgada,PQ
unece_uom_code_997,Pr,par
unece_uom_code_998,Fuerza De Libra Por Pulgada Cuadrada,PD
unece_uom_code_999,Pinta,PT
unece_uom_code_1000,Pinta Seca,PTD
unece_uom_code_1001,Pinta (Reino Unido),PTI
unece_uom_code_1002,Pinta Liquida (Us),PTL
unece_uom_code_1003,Bandeja / Paquete De Bandeja,PU
unece_uom_code_1004,Media Pinta (Us),PV
unece_uom_code_1005,Libra Por Pulgada De Ancho,PW
unece_uom_code_1006,Peck Dry (Us),PY
unece_uom_code_1007,Peck Dry (Reino Unido),PZ
unece_uom_code_1008,Comida,Q3
unece_uom_code_1009,Página – Facsímil,QA
unece_uom_code_1010,Cuarto (De Un Año),QAN
unece_uom_code_1011,Página – Copia Impresa,QB
unece_uom_code_1012,Cuarto De Docena,QD
unece_uom_code_1013,Un Cuarto De Hora,QH
unece_uom_code_1014,Cuarto De Kilogramo,QK
unece_uom_code_1015,Mano De Papel,QR
unece_uom_code_1016,Cuarto De Galón (Us),QT
unece_uom_code_1017,Cuarto Seco (Ee. Uu.),QTD
unece_uom_code_1018,Cuarto De Galón (Reino Unido),QTI
unece_uom_code_1019,Cuarto Líquido (Us),QTL
unece_uom_code_1020,Cuarto (Uk),QTR
unece_uom_code_1021,R1,pica
unece_uom_code_1022,Caloría,R4
unece_uom_code_1023,Mil Metros Cúbicos,R9
unece_uom_code_1024,Estante,RA
unece_uom_code_1025,Barra,RD
unece_uom_code_1026,Anillo,RG
unece_uom_code_1027,Hora De Funcionamiento O De Funcionamiento,RH
unece_uom_code_1028,Medida Métrica Rollo,RK
unece_uom_code_1029,Carrete,RL
unece_uom_code_1030,Resma,RM
unece_uom_code_1031,Medida Métrica De Resma,RN
unece_uom_code_1032,Rodar,RO
unece_uom_code_1033,Libra Por Resma,RP
unece_uom_code_1034,Revoluciones Por Minuto,RPM
unece_uom_code_1035,Revoluciones Por Segundo,RPS
unece_uom_code_1036,Reiniciar,RS
unece_uom_code_1037,Ingreso Tonelada Milla,RT
unece_uom_code_1038,Correr,RU
unece_uom_code_1039,Pie Cuadrado Por Segundo,S3
unece_uom_code_1040,Metro Cuadrado Por Segundo,S4
unece_uom_code_1041,Sesenta Cuartos De Pulgada,S5
unece_uom_code_1042,Sesión,S6
unece_uom_code_1043,Unidad De Almacenamiento,S7
unece_uom_code_1044,Unidad De Publicidad Estándar,S8
unece_uom_code_1045,Sa,saco
unece_uom_code_1046,Medio Año (6 Meses),SAN
unece_uom_code_1047,Puntuación,OCS
unece_uom_code_1048,Escrúpulo,SCR
unece_uom_code_1049,Libra Solida,SD
unece_uom_code_1050,Sección,SE
unece_uom_code_1051,Segundo,SEC
unece_uom_code_1052,Conjunto,SET
unece_uom_code_1053,Segmento,SG
unece_uom_code_1054,Tonelada De Envío,SHT
unece_uom_code_1055,Siemens,SIE
unece_uom_code_1056,Camión Cisterna Dividido,SK
unece_uom_code_1057,Hoja De Deslizamiento,SL
unece_uom_code_1058,Milla (Milla Estatutaria),SMI
unece_uom_code_1059,Varilla Cuadrada,SN
unece_uom_code_1060,Carrete,SO
unece_uom_code_1061,Paquete De Estante,SP
unece_uom_code_1062,Cuadrado,SQ
unece_uom_code_1063,Sr,tira
unece_uom_code_1064,Hoja Métrica Medida,SS
unece_uom_code_1065,Corto Estándar (7200 Partidos),SST
unece_uom_code_1066,St,hoja
unece_uom_code_1067,Piedra (Reino Unido),ITS
unece_uom_code_1068,Tonelada (Us) O Tonelada Corta (Uk / Us),STN
unece_uom_code_1069,Patinar,SV
unece_uom_code_1070,Madeja,SO
unece_uom_code_1071,Envío,SX
unece_uom_code_1072,Línea De Telecomunicaciones En Servicio.,T0
unece_uom_code_1073,Mil Libras Brutas,T1
unece_uom_code_1074,Mil Piezas,T3
unece_uom_code_1075,Bolsa De Mil,T4
unece_uom_code_1076,Caja De Mil,T5
unece_uom_code_1077,Mil Galones (Us),T6
unece_uom_code_1078,Mil Impresiones,T7
unece_uom_code_1079,Mil Pulgadas Lineales,T8
unece_uom_code_1080,Décimo Pie Cúbico,TA
unece_uom_code_1081,Kiloampere Hora (Mil Amperios Hora),TAH
unece_uom_code_1082,Camion,TC
unece_uom_code_1083,Termia,TD
unece_uom_code_1084,Totalizador,TE
unece_uom_code_1085,Diez Metros Cuadrados,TF
unece_uom_code_1086,Mil Pulgadas Cuadradas,TI
unece_uom_code_1087,Mil Centímetros Cuadrados,TJ
unece_uom_code_1088,"Tanque, Rectangular",TK
unece_uom_code_1089,Mil Pies (Lineales),TL
unece_uom_code_1090,Estaño,TN
unece_uom_code_1091,Tonelada (Tonelada Métrica),TNE
unece_uom_code_1092,Paquete De Diez,TP
unece_uom_code_1093,Diez Pares,TPR
unece_uom_code_1094,Mil Pies,TQ
unece_uom_code_1095,Mil Metros Cúbicos Por Día,TQD
unece_uom_code_1096,Diez Pies Cuadrados,TR
unece_uom_code_1097,Trillón (Eur),TRL
unece_uom_code_1098,Mil Pies Cuadrados,TS
unece_uom_code_1099,Tonelada De Sustancia 90% Seca,TSD
unece_uom_code_1100,Tonelada De Vapor Por Hora,TSH
unece_uom_code_1101,Mil Metros Lineales,TT
unece_uom_code_1102,Tu,tubo
unece_uom_code_1103,Mil Kilogramos,TV
unece_uom_code_1104,Mil Hojas,TW
unece_uom_code_1105,"Tanque, Cilíndrico",TY
unece_uom_code_1106,Tratamiento,U1
unece_uom_code_1107,Tableta,U2
unece_uom_code_1108,Ua,torr
unece_uom_code_1109,Línea De Telecomunicaciones En Servicio Promedio.,UB
unece_uom_code_1110,Puerto De Telecomunicaciones,UC
unece_uom_code_1111,Décimo Minuto,UD
unece_uom_code_1112,Décima Hora,UE
unece_uom_code_1113,Uso Por Línea De Telecomunicación Promedio,UF
unece_uom_code_1114,Diez Mil Yardas,UH
unece_uom_code_1115,Millones De Unidades,UM
unece_uom_code_1116,Voltio Amperio Por Kilogramo,VA
unece_uom_code_1117,Frasco,VI
unece_uom_code_1118,Voltio,VLT
unece_uom_code_1119,Abultar,VQ
unece_uom_code_1120,Visitar,VS
unece_uom_code_1121,Kilo Mojado,W2
unece_uom_code_1122,Dos Semanas,W4
unece_uom_code_1123,Vatio Por Kilogramo,WA
unece_uom_code_1124,Libra Mojada,WB
unece_uom_code_1125,Cable,WCD
unece_uom_code_1126,Tonelada Mojada,WE
unece_uom_code_1127,Weber,WEB
unece_uom_code_1128,Semana,WEE
unece_uom_code_1129,Galon De Vino,WG
unece_uom_code_1130,Rueda,WH
unece_uom_code_1131,Vatios Hora,WHR
unece_uom_code_1132,Peso Por Pulgada Cuadrada,WI
unece_uom_code_1133,Mes De Trabajo,WM
unece_uom_code_1134,Envolver,WR
unece_uom_code_1135,Estándar,WSD
unece_uom_code_1136,Vatio,WTT
unece_uom_code_1137,Mililitro De Agua,WW
unece_uom_code_1138,Cadena,X1
unece_uom_code_1139,Yarda Cuadrada,YDK
unece_uom_code_1140,Yarda Cúbica,YDQ
unece_uom_code_1141,Cien Yardas Lineales,YL
unece_uom_code_1142,Yarda,YRD
unece_uom_code_1143,Diez Yardas,YT
unece_uom_code_1144,Van De Elevación,Z1
unece_uom_code_1145,Pecho,Z2
unece_uom_code_1146,Barril,Z3
unece_uom_code_1147,Z4,pipa
unece_uom_code_1148,Arrastrar,Z5
unece_uom_code_1149,Punto De Conferencia,Z6
unece_uom_code_1150,Línea De Noticias De Ágata,Z8
unece_uom_code_1151,Página,ZP
unece_uom_code_1152,Mutuamente Definido,ZZ
