"id","name","code","section_id","division_id","subdivision_id"
5920,"5920 - Actividades de grabación de sonido y edición de música.","5920",10,59,592
6010,"6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora.","6010",10,60,601
6020,"6020 - Actividades de programación y transmisión de televisión.","6020",10,60,602
6110,"6110 - Actividades de telecomunicaciones alámbricas.","6110",10,61,611
6120,"6120 - Actividades de telecomunicaciones inalámbricas.","6120",10,61,612
6130,"6130 - Actividades de telecomunicación satelital.","6130",10,61,613
6190,"6190 - Otras actividades de telecomunicaciones.","6190",10,61,619
6201,"6201 - Actividades  de  desarrollo  de  sistemas  informáticos  (planificación,  análisis,  diseño, programación, pruebas).","6201",10,62,620
6202,"6202 - Actividades  de  consultoría  informática  y  actividades  de  administración  de instalaciones informáticas.","6202",10,62,620
6209,"6209 - Otras  actividades  de  tecnologías  de  información  y  actividades  de  servicios informáticos.","6209",10,62,620
6311,"6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas.","6311",10,63,631
6312,"6312 - Portales web.","6312",10,63,631
6391,"6391 - Actividades de agencias de noticias.","6391",10,63,639
6399,"6399 - Otras actividades de servicios de información n.c.p.","6399",10,63,639
6411,"6411 - Banco Central.","6411",11,64,641
6412,"6412 - Bancos comerciales.","6412",11,64,641
6421,"6421 - Actividades de las corporaciones financieras.","6421",11,64,642
6422,"6422 - Actividades de las compañías de financiamiento.","6422",11,64,642
6423,"6423 - Banca de segundo piso.","6423",11,64,642
6424,"6424 - Actividades de las cooperativas financieras.","6424",11,64,642
6431,"6431 - Fideicomisos, fondos y entidades financieras similares.","6431",11,64,643
6432,"6432 - Fondos de cesantías.","6432",11,64,643
6491,"6491 - Leasing financiero (arrendamiento financiero).","6491",11,64,649
6492,"6492 - Actividades  financieras  de  fondos  de  empleados  y  otras  formas  asociativas  del sector solidario.","6492",11,64,649
6493,"6493 - Actividades de compra de cartera o factoring.","6493",11,64,649
6494,"6494 - Otras actividades de distribución de fondos.","6494",11,64,649
6495,"6495 - Instituciones especiales oficiales.","6495",11,64,649
6496,"6496 - Capitalización","6496",11,64,649
6499,"6499 - Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.","6499",11,64,649
6511,"6511 - Seguros generales.","6511",11,65,651
6512,"6512 - Seguros de vida.","6512",11,65,651
6513,"6513 - Reaseguros.","6513",11,65,651
6515,"6515 - Seguros de salud.","6515",11,65,651
6521,"6521 - Servicios de seguros sociales de salud.","6521",11,65,652
6522,"6522 - Servicios de seguros sociales en riesgos laborales.","6522",11,65,652
6523,"6523 - Servicios de seguros sociales en riesgos familia.","6523",11,65,652
6531,"6531 - Régimen de prima media con prestación definida (RPM).","6531",11,65,653
6532,"6532 - Régimen de ahorro con solidaridad (RAIS).","6532",11,65,653
6611,"6611 - Administración de mercados financieros.","6611",11,66,661
6612,"6612 - Corretaje de valores y de contratos de productos básicos.","6612",11,66,661
6613,"6613 - Otras actividades relacionadas con el mercado de valores.","6613",11,66,661
6614,"6614 - Actividades  de  las  sociedades  de  intermediación  cambiaria  y  de  servicios financieros especiales.","6614",11,66,661
6615,"6615 - Actividades de los profesionales de compra y venta de divisas.","6615",11,66,661
6619,"6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.","6619",11,66,661
6621,"6621 - Actividades de agentes y corredores de seguros.","6621",11,66,662
6629,"6629 - Evaluación de riesgos y daños, y otras actividades de servicios auxiliares.","6629",11,66,662
6630,"6630 - Actividades de administración de fondos.","6630",11,66,663
6810,"6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados.","6810",12,68,681
6820,"6820 - Actividades inmobiliarias realizadas a cambio de una retribución o por contrata.","6820",12,68,682
6910,"6910 - Actividades jurídicas.","6910",13,69,691
6920,"6920 - Actividades  de  contabilidad,  teneduría  de  libros,  auditoría  financiera  y  asesoría tributaria.","6920",13,69,692
7010,"7010 - Actividades de administración empresarial.","7010",13,70,701
7020,"7020 - Actividades de consultoría de gestión.","7020",13,70,702
7111,"7111 - Actividades de arquitectura.","7111",13,71,711
7112,"7112 - Actividades de ingeniería y otras actividades conexas de consultoría técnica.","7112",13,71,711
7120,"7120 - Ensayos y análisis técnicos.","7120",13,71,712
7210,"7210 - Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería.","7210",13,72,721
7220,"7220 - Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades.","7220",13,72,722
7310,"7310 - Publicidad.","7310",13,73,731
7320,"7320 - Estudios de mercado y realización de encuestas de opinión pública.","7320",13,73,732
7410,"7410 - Actividades especializadas de diseño.","7410",13,74,741
7420,"7420 - Actividades de fotografía.","7420",13,74,742
7490,"7490 - Otras actividades profesionales, científicas y técnicas n.c.p.","7490",13,74,749
7500,"7500 - Actividades veterinarias.","7500",13,75,750
7710,"7710 - Alquiler y arrendamiento de vehículos automotores.","7710",14,77,771
7721,"7721 - Alquiler y arrendamiento de equipo recreativo y deportivo.","7721",14,77,772
7722,"7722 - Alquiler de videos y discos.","7722",14,77,772
7729,"7729 - Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.","7729",14,77,772
7730,"7730 - Alquiler  y  arrendamiento  de  otros  tipos  de  maquinaria,  equipo  y  bienes  tangibles n.c.p.","7730",14,77,773
7740,"7740 - Arrendamiento  de  propiedad  intelectual  y  productos  similares,  excepto  obras protegidas por derechos de autor.","7740",14,77,774
7810,"7810 - Actividades de agencias de gestión y colocación empleo.","7810",14,78,781
7820,"7820 - Actividades de empresas de servicios temporales.","7820",14,78,782
7830,"7830 - Otras actividades de provisión de talento humano.","7830",14,78,783
7911,"7911 - Actividades de las agencias de viaje.","7911",14,79,791
7912,"7912 - Actividades de operadores turísticos.","7912",14,79,791
7990,"7990 - Otros servicios de reserva y actividades relacionadas.","7990",14,79,799
8010,"8010 - Actividades de seguridad privada.","8010",14,80,801
8020,"8020 - Actividades de servicios de sistemas de seguridad.","8020",14,80,802
8030,"8030 - Actividades de detectives e investigadores privados.","8030",14,80,803
8110,"8110 - Actividades combinadas de apoyo a instalaciones.","8110",14,81,811
8121,"8121 - Limpieza general interior de edificios.","8121",14,81,812
8129,"8129 - Otras actividades de limpieza de edificios e instalaciones industriales.","8129",14,81,812
8130,"8130 - Actividades de paisajismo y servicios de mantenimiento conexos.","8130",14,81,813
8211,"8211 - Actividades combinadas de servicios administrativos de oficina.","8211",14,82,821
8219,"8219 - Fotocopiado,  preparación  de  documentos  y  otras  actividades  especializadas  de apoyo a oficina.","8219",14,82,821
8220,"8220 - Actividades de centros de llamadas (call center).","8220",14,82,822
8230,"8230 - Organización de convenciones y eventos comerciales.","8230",14,82,823
8291,"8291 - Actividades de agencias de cobranza y oficinas de calificación crediticia.","8291",14,82,829
8292,"8292 - Actividades de envase y empaque.","8292",14,82,829
8299,"8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.","8299",14,82,829
8411,"8411 - Actividades legislativas de la administración pública.","8411",15,84,841
8412,"8412 - Actividades ejecutivas de la administración pública.","8412",15,84,841
8413,"8413 - Regulación  de  las  actividades  de  organismos  que  prestan  servicios  de  salud, educativos,  culturales  y  otros  servicios  sociales,  excepto  servicios  de  seguridad social.","8413",15,84,841
8414,"8414 - Actividades reguladoras y facilitadoras de la actividad económica.","8414",15,84,841
8415,"8415 - Actividades de los órganos de control y otras instituciones.","8415",15,84,841
8421,"8421 - Relaciones exteriores.","8421",15,84,842
8422,"8422 - Actividades de defensa.","8422",15,84,842
8423,"8423 - Orden público y actividades de seguridad.","8423",15,84,842
8424,"8424 - Administración de justicia.","8424",15,84,842
8430,"8430 - Actividades de planes de seguridad social de afiliación obligatoria.","8430",15,84,843
8511,"8511 - Educación de la primera infancia.","8511",16,85,851
8512,"8512 - Educación preescolar.","8512",16,85,851
8513,"8513 - Educación básica primaria.","8513",16,85,851
8521,"8521 - Educación básica secundaria.","8521",16,85,852
8522,"8522 - Educación media académica.","8522",16,85,852
8523,"8523 - Educación media técnica.","8523",16,85,852
8530,"8530 - Establecimientos que combinan diferentes niveles de educación.","8530",16,85,853
8541,"8541 - Educación técnica profesional.","8541",16,85,854
8542,"8542 - Educación tecnológica.","8542",16,85,854
8543,"8543 - Educación de instituciones universitarias o de escuelas tecnológicas.","8543",16,85,854
8544,"8544 - Educación de universidades.","8544",16,85,854
8551,"8551 - Formación para el trabajo.","8551",16,85,855
8552,"8552 - Enseñanza deportiva y recreativa.","8552",16,85,855
8553,"8553 - Enseñanza cultural.","8553",16,85,855
8559,"8559 - Otros tipos de educación n.c.p.","8559",16,85,855
8560,"8560 - Actividades de apoyo a la educación.","8560",16,85,856
8610,"8610 - Actividades de hospitales y clínicas, con internación.","8610",17,86,861
8621,"8621 - Actividades de la práctica médica, sin internación.","8621",17,86,862
8622,"8622 - Actividades de la práctica odontológica.","8622",17,86,862
8691,"8691 - Actividades de apoyo diagnóstico.","8691",17,86,869
8692,"8692 - Actividades de apoyo terapéutico.","8692",17,86,869
8699,"8699 - Otras actividades de atención de la salud humana.","8699",17,86,869
8710,"8710 - Actividades de atención residencial medicalizada de tipo general.","8710",17,87,871
8720,"8720 - Actividades  de  atención  residencial,  para  el  cuidado  de  pacientes  con  retardo mental, enfermedad mental y consumo de sustancias psicoactivas.","8720",17,87,872
8730,"8730 - Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas.","8730",17,87,873
8790,"8790 - Otras actividades de atención en instituciones con alojamiento.","8790",17,87,879
8810,"8810 - Actividades  de  asistencia  social  sin  alojamiento  para  personas  mayores  y discapacitadas.","8810",17,88,881
8891,"8891 - Actividades de guarderías para niños y niñas.","8891",17,88,889
8899,"8899 - Otras actividades de asistencia social n.c.p.","8899",17,88,889
9001,"9001 - Creación literaria.","9001",18,90,900
9002,"9002 - Creación musical.","9002",18,90,900
9003,"9003 - Creación teatral.","9003",18,90,900
9004,"9004 - Creación audiovisual.","9004",18,90,900
9005,"9005 - Artes plásticas y visuales.","9005",18,90,900
9006,"9006 - Actividades teatrales.","9006",18,90,900
9007,"9007 - Actividades de espectáculos musicales en vivo.","9007",18,90,900
9008,"9008 - Otras actividades de espectáculos en vivo n.c.p.","9008",18,90,900
9101,"9101 - Actividades de bibliotecas y archivos.","9101",18,91,910
9102,"9102 - Actividades  y  funcionamiento  de  museos,  conservación  de  edificios  y  sitios históricos.","9102",18,91,910
9103,"9103 - Actividades de jardines botánicos, zoológicos y reservas naturales.","9103",18,91,910
9200,"9200 - Actividades de juegos de azar y apuestas.","9200",18,92,920
9311,"9311 - Gestión de instalaciones deportivas.","9311",18,93,931
9312,"9312 - Actividades de clubes deportivos.","9312",18,93,931
9319,"9319 - Otras actividades deportivas.","9319",18,93,931
9321,"9321 - Actividades de parques de atracciones y parques temáticos.","9321",18,93,932
9329,"9329 - Otras actividades recreativas y de esparcimiento n.c.p.","9329",18,93,932
9411,"9411 - Actividades de asociaciones empresariales y de empleadores.","9411",19,94,941
9412,"9412 - Actividades de asociaciones profesionales.","9412",19,94,941
9420,"9420 - Actividades de sindicatos de empleados.","9420",19,94,942
9491,"9491 - Actividades de asociaciones religiosas.","9491",19,94,949
9492,"9492 - Actividades de asociaciones políticas.","9492",19,94,949
9499,"9499 - Actividades de otras asociaciones n.c.p.","9499",19,94,949
9511,"9511 - Mantenimiento y reparación de computadores y de equipo periférico.","9511",19,95,951
9512,"9512 - Mantenimiento y reparación de equipos de comunicación.","9512",19,95,951
9521,"9521 - Mantenimiento y reparación de aparatos electrónicos de consumo.","9521",19,95,952
9522,"9522 - Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería.","9522",19,95,952
9523,"9523 - Reparación de calzado y artículos de cuero.","9523",19,95,952
9524,"9524 - Reparación de muebles y accesorios para el hogar.","9524",19,95,952
9529,"9529 - Mantenimiento y reparación de otros efectos personales y enseres domésticos.","9529",19,95,952
9601,"9601 - Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel.","9601",19,96,960
9602,"9602 - Peluquería y otros tratamientos de belleza.","9602",19,96,960
9603,"9603 - Pompas fúnebres y actividades relacionadas.","9603",19,96,960
9609,"9609 - Otras actividades de servicios personales n.c.p.","9609",19,96,960
9700,"9700 - Actividades de los hogares individuales como empleadores de personal doméstico.","9700",20,97,970
9810,"9810 - Actividades  no  diferenciadas  de  los  hogares  individuales  como  productores  de bienes para uso propio.","9810",20,98,981
9820,"9820 - Actividades  no  diferenciadas  de  los  hogares  individuales  como  productores  de servicios para uso propio.","9820",20,98,982
9900,"9900 - Actividades de organizaciones y entidades extraterritoriales.","9900",21,99,990
